CpuTime, PID, StartingBurstTime, EndingBurstTime, CompletionTime
8875,10,22,0,8897
8900,13,275,235,0
8943,9,15,0,8958
8961,7,142,102,0
9004,11,502,462,0
9047,4,193,153,0
9090,15,149,109,0
9133,5,387,347,0
9176,14,324,284,0
9219,12,249,209,0
9262,3,272,232,0
9305,13,235,195,0
9348,7,102,62,0
9391,11,462,422,0
9434,4,153,113,0
9477,15,109,69,0
9520,5,347,307,0
9563,14,284,244,0
9606,12,209,169,0
9649,3,232,192,0
9692,13,195,155,0
9735,7,62,22,0
9778,11,422,382,0
9821,4,113,73,0
9864,15,69,29,0
9907,5,307,267,0
9950,14,244,204,0
9993,12,169,129,0
10036,3,192,152,0
10079,13,155,115,0
10122,7,22,0,10144
10147,11,382,342,0
10190,4,73,33,0
10233,15,29,0,10262
10265,5,267,227,0
10308,14,204,164,0
10351,12,129,89,0
10394,3,152,112,0
10437,13,115,75,0
10480,2,692,652,0
10523,11,342,302,0
10566,4,33,0,10599
10602,5,227,187,0
10645,14,164,124,0
10688,12,89,49,0
10731,3,112,72,0
10774,13,75,35,0
10817,11,302,262,0
10860,5,187,147,0
10903,14,124,84,0
10946,12,49,9,0
10989,3,72,32,0
11032,13,35,0,11067
11070,2,652,612,0
11113,11,262,222,0
11156,5,147,107,0
11199,14,84,44,0
11242,12,9,0,11251
11254,3,32,0,11286
11289,17,244,204,0
11332,8,335,295,0
11375,2,612,572,0
11418,11,222,182,0
11461,5,107,67,0
11504,14,44,4,0
11547,17,204,164,0
11590,8,295,255,0
11633,2,572,532,0
11676,11,182,142,0
11719,5,67,27,0
11762,14,4,0,11766
11769,11,142,102,0
11812,5,27,0,11839
11842,2,532,492,0
11885,11,102,62,0
11928,2,492,452,0
11971,11,62,22,0
12014,2,452,412,0
12057,11,22,0,12079
12082,8,255,215,0
12125,2,412,372,0
12168,8,215,175,0
12211,2,372,332,0
12254,8,175,135,0
12297,2,332,292,0
12340,8,135,95,0
12383,2,292,252,0
12426,8,95,55,0
12469,2,252,212,0
12512,8,55,15,0
12555,2,212,172,0
12598,8,15,0,12613
12616,2,172,132,0
12659,2,132,92,0
12702,2,92,52,0
12745,2,52,12,0
12788,2,12,0,12800
12803,17,164,124,0
12846,17,124,84,0
12889,17,84,44,0
12932,17,44,4,0
12975,17,4,0,12979
