CpuTime, PID, StartingBurstTime, EndingBurstTime, CompletionTime
9123,21,176,136,0
9166,22,639,599,0
9209,10,413,373,0
9252,16,587,547,0
9295,24,400,360,0
9338,1,531,491,0
9381,23,196,156,0
9424,9,445,405,0
9467,12,474,434,0
9510,6,360,320,0
9553,3,283,243,0
9596,4,4,0,9600
9603,26,354,314,0
9646,5,89,49,0
9689,17,57,17,0
9732,10,373,333,0
9775,16,547,507,0
9818,24,360,320,0
9861,1,491,451,0
9904,23,156,116,0
9947,9,405,365,0
9990,12,434,394,0
10033,6,320,280,0
10076,3,243,203,0
10119,26,314,274,0
10162,5,49,9,0
10205,17,17,0,10222
10225,20,383,343,0
10268,21,136,96,0
10311,22,599,559,0
10354,10,333,293,0
10397,16,507,467,0
10440,24,320,280,0
10483,1,451,411,0
10526,23,116,76,0
10569,9,365,325,0
10612,12,394,354,0
10655,6,280,240,0
10698,3,203,163,0
10741,26,274,234,0
10784,5,9,0,10793
10796,1,411,371,0
10839,23,76,36,0
10882,9,325,285,0
10925,12,354,314,0
10968,6,240,200,0
11011,3,163,123,0
11054,26,234,194,0
11097,1,371,331,0
11140,23,36,0,11176
11179,9,285,245,0
11222,12,314,274,0
11265,6,200,160,0
11308,3,123,83,0
11351,26,194,154,0
11394,16,467,427,0
11437,24,280,240,0
11480,1,331,291,0
11523,9,245,205,0
11566,12,274,234,0
11609,6,160,120,0
11652,3,83,43,0
11695,26,154,114,0
11738,16,427,387,0
11781,24,240,200,0
11824,1,291,251,0
11867,9,205,165,0
11910,12,234,194,0
11953,6,120,80,0
11996,3,43,3,0
12039,26,114,74,0
12082,16,387,347,0
12125,24,200,160,0
12168,1,251,211,0
12211,9,165,125,0
12254,12,194,154,0
12297,6,80,40,0
12340,3,3,0,12343
12346,26,74,34,0
12389,16,347,307,0
12432,24,160,120,0
12475,1,211,171,0
12518,9,125,85,0
12561,12,154,114,0
12604,6,40,0,12644
12647,26,34,0,12681
12684,24,120,80,0
12727,1,171,131,0
12770,9,85,45,0
12813,12,114,74,0
12856,24,80,40,0
12899,1,131,91,0
12942,9,45,5,0
12985,12,74,34,0
13028,24,40,0,13068
13071,1,91,51,0
13114,9,5,0,13119
13122,12,34,0,13156
13159,22,559,519,0
13202,10,293,253,0
13245,16,307,267,0
13288,1,51,11,0
13331,22,519,479,0
13374,10,253,213,0
13417,16,267,227,0
13460,1,11,0,13471
13474,10,213,173,0
13517,16,227,187,0
13560,10,173,133,0
13603,16,187,147,0
13646,10,133,93,0
13689,16,147,107,0
13732,10,93,53,0
13775,16,107,67,0
13818,10,53,13,0
13861,16,67,27,0
13904,10,13,0,13917
13920,16,27,0,13947
13950,20,343,303,0
13993,21,96,56,0
14036,22,479,439,0
14079,20,303,263,0
14122,21,56,16,0
14165,22,439,399,0
14208,20,263,223,0
14251,21,16,0,14267
14270,22,399,359,0
14313,20,223,183,0
14356,22,359,319,0
14399,20,183,143,0
14442,22,319,279,0
14485,20,143,103,0
14528,22,279,239,0
14571,20,103,63,0
14614,22,239,199,0
14657,20,63,23,0
14700,22,199,159,0
14743,20,23,0,14766
14769,22,159,119,0
14812,15,198,158,0
14855,2,991,951,0
14898,11,185,145,0
14941,22,119,79,0
14984,15,158,118,0
15027,2,951,911,0
15070,11,145,105,0
15113,22,79,39,0
15156,15,118,78,0
15199,2,911,871,0
15242,11,105,65,0
15285,22,39,0,15324
15327,2,871,831,0
15370,11,65,25,0
15413,2,831,791,0
15456,11,25,0,15481
15484,2,791,751,0
15527,2,751,711,0
15570,2,711,671,0
15613,2,671,631,0
15656,2,631,591,0
15699,2,591,551,0
15742,2,551,511,0
15785,2,511,471,0
15828,2,471,431,0
15871,2,431,391,0
15914,2,391,351,0
15957,2,351,311,0
16000,2,311,271,0
16043,2,271,231,0
16086,2,231,191,0
16129,2,191,151,0
16172,2,151,111,0
16215,2,111,71,0
16258,2,71,31,0
16301,2,31,0,16332
16335,15,78,38,0
16378,15,38,0,16416
