CpuTime, PID, StartingBurstTime, EndingBurstTime, CompletionTime
12540,26,234,194,0
12583,1,371,331,0
12626,2,431,391,0
12669,3,123,83,0
12712,5,369,329,0
12755,6,200,160,0
12798,7,212,172,0
12841,9,285,245,0
12884,10,13,0,12897
12900,12,314,274,0
12943,16,307,267,0
12986,17,337,297,0
13029,22,239,199,0
13072,23,36,0,13108
13111,24,120,80,0
13154,26,194,154,0
13197,1,331,291,0
13240,2,391,351,0
13283,3,83,43,0
13326,5,329,289,0
13369,6,160,120,0
13412,7,172,132,0
13455,9,245,205,0
13498,12,274,234,0
13541,16,267,227,0
13584,17,297,257,0
13627,22,199,159,0
13670,24,80,40,0
13713,26,154,114,0
13756,1,291,251,0
13799,2,351,311,0
13842,3,43,3,0
13885,5,289,249,0
13928,6,120,80,0
13971,7,132,92,0
14014,9,205,165,0
14057,12,234,194,0
14100,16,227,187,0
14143,17,257,217,0
14186,22,159,119,0
14229,24,40,0,14269
14272,26,114,74,0
14315,1,251,211,0
14358,2,311,271,0
14401,3,3,0,14404
14407,5,249,209,0
14450,6,80,40,0
14493,7,92,52,0
14536,9,165,125,0
14579,12,194,154,0
14622,16,187,147,0
14665,17,217,177,0
14708,22,119,79,0
14751,26,74,34,0
14794,1,211,171,0
14837,2,271,231,0
14880,5,209,169,0
14923,6,40,0,14963
14966,7,52,12,0
15009,9,125,85,0
15052,12,154,114,0
15095,16,147,107,0
15138,17,177,137,0
15181,22,79,39,0
15224,26,34,0,15258
15261,1,171,131,0
15304,2,231,191,0
15347,5,169,129,0
15390,7,12,0,15402
15405,9,85,45,0
15448,12,114,74,0
15491,16,107,67,0
15534,17,137,97,0
15577,22,39,0,15616
15619,1,131,91,0
15662,2,191,151,0
15705,5,129,89,0
15748,9,45,5,0
15791,12,74,34,0
15834,16,67,27,0
15877,17,97,57,0
15920,1,91,51,0
15963,2,151,111,0
16006,5,89,49,0
16049,9,5,0,16054
16057,12,34,0,16091
16094,16,27,0,16121
16124,17,57,17,0
16167,1,51,11,0
16210,2,111,71,0
16253,5,49,9,0
16296,17,17,0,16313
16316,1,11,0,16327
16330,2,71,31,0
16373,5,9,0,16382
16385,2,31,0,16416
