CpuTime, PID, StartingBurstTime, EndingBurstTime, CompletionTime
6641,22,579,559,0
6664,23,376,356,0
6687,24,460,440,0
6710,26,534,514,0
6733,27,172,152,0
6756,1,691,671,0
6779,2,751,731,0
6802,3,443,423,0
6825,4,164,144,0
6848,5,689,669,0
6871,6,520,500,0
6894,7,532,512,0
6917,9,605,585,0
6940,10,333,313,0
6963,12,634,614,0
6986,13,142,122,0
7009,14,284,264,0
7032,16,627,607,0
7055,17,657,637,0
7078,20,183,163,0
7101,21,96,76,0
7124,22,559,539,0
7147,23,356,336,0
7170,24,440,420,0
7193,26,514,494,0
7216,27,152,132,0
7239,1,671,651,0
7262,2,731,711,0
7285,3,423,403,0
7308,4,144,124,0
7331,5,669,649,0
7354,6,500,480,0
7377,7,512,492,0
7400,9,585,565,0
7423,10,313,293,0
7446,12,614,594,0
7469,13,122,102,0
7492,14,264,244,0
7515,16,607,587,0
7538,17,637,617,0
7561,20,163,143,0
7584,21,76,56,0
7607,22,539,519,0
7630,23,336,316,0
7653,24,420,400,0
7676,26,494,474,0
7699,27,132,112,0
7722,1,651,631,0
7745,2,711,691,0
7768,3,403,383,0
7791,4,124,104,0
7814,5,649,629,0
7837,6,480,460,0
7860,7,492,472,0
7883,9,565,545,0
7906,10,293,273,0
7929,12,594,574,0
7952,13,102,82,0
7975,14,244,224,0
7998,16,587,567,0
8021,17,617,597,0
8044,20,143,123,0
8067,21,56,36,0
8090,22,519,499,0
8113,23,316,296,0
8136,24,400,380,0
8159,26,474,454,0
8182,27,112,92,0
8205,1,631,611,0
8228,2,691,671,0
8251,3,383,363,0
8274,4,104,84,0
8297,5,629,609,0
8320,6,460,440,0
8343,7,472,452,0
8366,9,545,525,0
8389,10,273,253,0
8412,12,574,554,0
8435,13,82,62,0
8458,14,224,204,0
8481,16,567,547,0
8504,17,597,577,0
8527,20,123,103,0
8550,21,36,16,0
8573,22,499,479,0
8596,23,296,276,0
8619,24,380,360,0
8642,26,454,434,0
8665,27,92,72,0
8688,1,611,591,0
8711,2,671,651,0
8734,3,363,343,0
8757,4,84,64,0
8780,5,609,589,0
8803,6,440,420,0
8826,7,452,432,0
8849,9,525,505,0
8872,10,253,233,0
8895,12,554,534,0
8918,13,62,42,0
8941,14,204,184,0
8964,16,547,527,0
8987,17,577,557,0
9010,20,103,83,0
9033,21,16,0,9049
9052,22,479,459,0
9075,23,276,256,0
9098,24,360,340,0
9121,26,434,414,0
9144,27,72,52,0
9167,1,591,571,0
9190,2,651,631,0
9213,3,343,323,0
9236,4,64,44,0
9259,5,589,569,0
9282,6,420,400,0
9305,7,432,412,0
9328,9,505,485,0
9351,10,233,213,0
9374,12,534,514,0
9397,13,42,22,0
9420,14,184,164,0
9443,16,527,507,0
9466,17,557,537,0
9489,20,83,63,0
9512,22,459,439,0
9535,23,256,236,0
9558,24,340,320,0
9581,26,414,394,0
9604,27,52,32,0
9627,1,571,551,0
9650,2,631,611,0
9673,3,323,303,0
9696,4,44,24,0
9719,5,569,549,0
9742,6,400,380,0
9765,7,412,392,0
9788,9,485,465,0
9811,10,213,193,0
9834,12,514,494,0
9857,13,22,2,0
9880,14,164,144,0
9903,16,507,487,0
9926,17,537,517,0
9949,20,63,43,0
9972,22,439,419,0
9995,23,236,216,0
10018,24,320,300,0
10041,26,394,374,0
10064,27,32,12,0
10087,1,551,531,0
10110,2,611,591,0
10133,3,303,283,0
10156,4,24,4,0
10179,5,549,529,0
10202,6,380,360,0
10225,7,392,372,0
10248,9,465,445,0
10271,10,193,173,0
10294,12,494,474,0
10317,13,2,0,10319
10322,14,144,124,0
10345,16,487,467,0
10368,17,517,497,0
10391,20,43,23,0
10414,22,419,399,0
10437,23,216,196,0
10460,24,300,280,0
10483,26,374,354,0
10506,27,12,0,10518
10521,1,531,511,0
10544,2,591,571,0
10567,3,283,263,0
10590,4,4,0,10594
10597,5,529,509,0
10620,6,360,340,0
10643,7,372,352,0
10666,9,445,425,0
10689,10,173,153,0
10712,12,474,454,0
10735,14,124,104,0
10758,16,467,447,0
10781,17,497,477,0
10804,20,23,3,0
10827,22,399,379,0
10850,23,196,176,0
10873,24,280,260,0
10896,26,354,334,0
10919,1,511,491,0
10942,2,571,551,0
10965,3,263,243,0
10988,5,509,489,0
11011,6,340,320,0
11034,7,352,332,0
11057,9,425,405,0
11080,10,153,133,0
11103,12,454,434,0
11126,14,104,84,0
11149,16,447,427,0
11172,17,477,457,0
11195,20,3,0,11198
11201,22,379,359,0
11224,23,176,156,0
11247,24,260,240,0
11270,26,334,314,0
11293,1,491,471,0
11316,2,551,531,0
11339,3,243,223,0
11362,5,489,469,0
11385,6,320,300,0
11408,7,332,312,0
11431,9,405,385,0
11454,10,133,113,0
11477,12,434,414,0
11500,14,84,64,0
11523,16,427,407,0
11546,17,457,437,0
11569,22,359,339,0
11592,23,156,136,0
11615,24,240,220,0
11638,26,314,294,0
11661,1,471,451,0
11684,2,531,511,0
11707,3,223,203,0
11730,5,469,449,0
11753,6,300,280,0
11776,7,312,292,0
11799,9,385,365,0
11822,10,113,93,0
11845,12,414,394,0
11868,14,64,44,0
11891,16,407,387,0
11914,17,437,417,0
11937,22,339,319,0
11960,23,136,116,0
11983,24,220,200,0
12006,26,294,274,0
12029,1,451,431,0
12052,2,511,491,0
12075,3,203,183,0
12098,5,449,429,0
12121,6,280,260,0
12144,7,292,272,0
12167,9,365,345,0
12190,10,93,73,0
12213,12,394,374,0
12236,14,44,24,0
12259,16,387,367,0
12282,17,417,397,0
12305,22,319,299,0
12328,23,116,96,0
12351,24,200,180,0
12374,26,274,254,0
12397,1,431,411,0
12420,2,491,471,0
12443,3,183,163,0
12466,5,429,409,0
12489,6,260,240,0
12512,7,272,252,0
12535,9,345,325,0
12558,10,73,53,0
12581,12,374,354,0
12604,14,24,4,0
12627,16,367,347,0
12650,17,397,377,0
12673,22,299,279,0
12696,23,96,76,0
12719,24,180,160,0
12742,26,254,234,0
12765,1,411,391,0
12788,2,471,451,0
12811,3,163,143,0
12834,5,409,389,0
12857,6,240,220,0
12880,7,252,232,0
12903,9,325,305,0
12926,10,53,33,0
12949,12,354,334,0
12972,14,4,0,12976
12979,16,347,327,0
13002,17,377,357,0
13025,22,279,259,0
13048,23,76,56,0
13071,24,160,140,0
13094,26,234,214,0
13117,1,391,371,0
13140,2,451,431,0
13163,3,143,123,0
13186,5,389,369,0
13209,6,220,200,0
13232,7,232,212,0
13255,9,305,285,0
13278,10,33,13,0
13301,12,334,314,0
13324,16,327,307,0
13347,17,357,337,0
13370,22,259,239,0
13393,23,56,36,0
13416,24,140,120,0
13439,26,214,194,0
13462,1,371,351,0
13485,2,431,411,0
13508,3,123,103,0
13531,5,369,349,0
13554,6,200,180,0
13577,7,212,192,0
13600,9,285,265,0
13623,10,13,0,13636
13639,12,314,294,0
13662,16,307,287,0
13685,17,337,317,0
13708,22,239,219,0
13731,23,36,16,0
13754,24,120,100,0
13777,26,194,174,0
13800,1,351,331,0
13823,2,411,391,0
13846,3,103,83,0
13869,5,349,329,0
13892,6,180,160,0
13915,7,192,172,0
13938,9,265,245,0
13961,12,294,274,0
13984,16,287,267,0
14007,17,317,297,0
14030,22,219,199,0
14053,23,16,0,14069
14072,24,100,80,0
14095,26,174,154,0
14118,1,331,311,0
14141,2,391,371,0
14164,3,83,63,0
14187,5,329,309,0
14210,6,160,140,0
14233,7,172,152,0
14256,9,245,225,0
14279,12,274,254,0
14302,16,267,247,0
14325,17,297,277,0
14348,22,199,179,0
14371,24,80,60,0
14394,26,154,134,0
14417,1,311,291,0
14440,2,371,351,0
14463,3,63,43,0
14486,5,309,289,0
14509,6,140,120,0
14532,7,152,132,0
14555,9,225,205,0
14578,12,254,234,0
14601,16,247,227,0
14624,17,277,257,0
14647,22,179,159,0
14670,24,60,40,0
14693,26,134,114,0
14716,1,291,271,0
14739,2,351,331,0
14762,3,43,23,0
14785,5,289,269,0
14808,6,120,100,0
14831,7,132,112,0
14854,9,205,185,0
14877,12,234,214,0
14900,16,227,207,0
14923,17,257,237,0
14946,22,159,139,0
14969,24,40,20,0
14992,26,114,94,0
15015,1,271,251,0
15038,2,331,311,0
15061,3,23,3,0
15084,5,269,249,0
15107,6,100,80,0
15130,7,112,92,0
15153,9,185,165,0
15176,12,214,194,0
15199,16,207,187,0
15222,17,237,217,0
15245,22,139,119,0
15268,24,20,0,15288
15291,26,94,74,0
15314,1,251,231,0
15337,2,311,291,0
15360,3,3,0,15363
15366,5,249,229,0
15389,6,80,60,0
15412,7,92,72,0
15435,9,165,145,0
15458,12,194,174,0
15481,16,187,167,0
15504,17,217,197,0
15527,22,119,99,0
15550,26,74,54,0
15573,1,231,211,0
15596,2,291,271,0
15619,5,229,209,0
15642,6,60,40,0
15665,7,72,52,0
15688,9,145,125,0
15711,12,174,154,0
15734,16,167,147,0
15757,17,197,177,0
15780,22,99,79,0
15803,26,54,34,0
15826,1,211,191,0
15849,2,271,251,0
15872,5,209,189,0
15895,6,40,20,0
15918,7,52,32,0
15941,9,125,105,0
15964,12,154,134,0
15987,16,147,127,0
16010,17,177,157,0
16033,22,79,59,0
16056,26,34,14,0
16079,1,191,171,0
16102,2,251,231,0
16125,5,189,169,0
16148,6,20,0,16168
16171,7,32,12,0
16194,9,105,85,0
16217,12,134,114,0
16240,16,127,107,0
16263,17,157,137,0
16286,22,59,39,0
16309,26,14,0,16323
16326,1,171,151,0
16349,2,231,211,0
16372,5,169,149,0
16395,7,12,0,16407
16410,9,85,65,0
16433,12,114,94,0
16456,16,107,87,0
16479,17,137,117,0
16502,22,39,19,0
16525,1,151,131,0
16548,2,211,191,0
16571,5,149,129,0
16594,9,65,45,0
16617,12,94,74,0
16640,16,87,67,0
16663,17,117,97,0
16686,22,19,0,16705
16708,1,131,111,0
16731,2,191,171,0
16754,5,129,109,0
16777,9,45,25,0
16800,12,74,54,0
16823,16,67,47,0
16846,17,97,77,0
16869,1,111,91,0
16892,2,171,151,0
16915,5,109,89,0
16938,9,25,5,0
16961,12,54,34,0
16984,16,47,27,0
17007,17,77,57,0
17030,1,91,71,0
17053,2,151,131,0
17076,5,89,69,0
17099,9,5,0,17104
17107,12,34,14,0
17130,16,27,7,0
17153,17,57,37,0
17176,1,71,51,0
17199,2,131,111,0
17222,5,69,49,0
17245,12,14,0,17259
17262,16,7,0,17269
17272,17,37,17,0
17295,1,51,31,0
17318,2,111,91,0
17341,5,49,29,0
17364,17,17,0,17381
17384,1,31,11,0
17407,2,91,71,0
17430,5,29,9,0
17453,1,11,0,17464
17467,2,71,51,0
17490,5,9,0,17499
17502,2,51,31,0
17525,2,31,11,0
17548,2,11,0,17559
