CpuTime, PID, StartingBurstTime, EndingBurstTime, CompletionTime
10124,14,244,224,0
10147,15,69,49,0
10170,1,45,25,0
10193,2,432,412,0
10216,3,452,432,0
10239,4,93,73,0
10262,5,287,267,0
10285,8,75,55,0
10308,9,155,135,0
10331,10,162,142,0
10354,11,402,382,0
10377,12,429,409,0
10400,13,415,395,0
10423,14,224,204,0
10446,15,49,29,0
10469,1,25,5,0
10492,2,412,392,0
10515,3,432,412,0
10538,4,73,53,0
10561,5,267,247,0
10584,8,55,35,0
10607,9,135,115,0
10630,10,142,122,0
10653,11,382,362,0
10676,12,409,389,0
10699,13,395,375,0
10722,14,204,184,0
10745,15,29,9,0
10768,1,5,0,10773
10776,2,392,372,0
10799,3,412,392,0
10822,4,53,33,0
10845,5,247,227,0
10868,8,35,15,0
10891,9,115,95,0
10914,10,122,102,0
10937,11,362,342,0
10960,12,389,369,0
10983,13,375,355,0
11006,14,184,164,0
11029,15,9,0,11038
11041,2,372,352,0
11064,3,392,372,0
11087,4,33,13,0
11110,5,227,207,0
11133,8,15,0,11148
11151,9,95,75,0
11174,10,102,82,0
11197,11,342,322,0
11220,12,369,349,0
11243,13,355,335,0
11266,14,164,144,0
11289,2,352,332,0
11312,3,372,352,0
11335,4,13,0,11348
11351,5,207,187,0
11374,9,75,55,0
11397,10,82,62,0
11420,11,322,302,0
11443,12,349,329,0
11466,13,335,315,0
11489,14,144,124,0
11512,2,332,312,0
11535,3,352,332,0
11558,5,187,167,0
11581,9,55,35,0
11604,10,62,42,0
11627,11,302,282,0
11650,12,329,309,0
11673,13,315,295,0
11696,14,124,104,0
11719,2,312,292,0
11742,3,332,312,0
11765,5,167,147,0
11788,9,35,15,0
11811,10,42,22,0
11834,11,282,262,0
11857,12,309,289,0
11880,13,295,275,0
11903,14,104,84,0
11926,2,292,272,0
11949,3,312,292,0
11972,5,147,127,0
11995,9,15,0,12010
12013,10,22,2,0
12036,11,262,242,0
12059,12,289,269,0
12082,13,275,255,0
12105,14,84,64,0
12128,2,272,252,0
12151,3,292,272,0
12174,5,127,107,0
12197,10,2,0,12199
12202,11,242,222,0
12225,12,269,249,0
12248,13,255,235,0
12271,14,64,44,0
12294,2,252,232,0
12317,3,272,252,0
12340,5,107,87,0
12363,11,222,202,0
12386,12,249,229,0
12409,13,235,215,0
12432,14,44,24,0
12455,2,232,212,0
12478,3,252,232,0
12501,5,87,67,0
12524,11,202,182,0
12547,12,229,209,0
12570,13,215,195,0
12593,14,24,4,0
12616,2,212,192,0
12639,3,232,212,0
12662,5,67,47,0
12685,11,182,162,0
12708,12,209,189,0
12731,13,195,175,0
12754,14,4,0,12758
12761,2,192,172,0
12784,3,212,192,0
12807,5,47,27,0
12830,11,162,142,0
12853,12,189,169,0
12876,13,175,155,0
12899,2,172,152,0
12922,3,192,172,0
12945,5,27,7,0
12968,11,142,122,0
12991,12,169,149,0
13014,13,155,135,0
13037,2,152,132,0
13060,3,172,152,0
13083,5,7,0,13090
13093,11,122,102,0
13116,12,149,129,0
13139,13,135,115,0
13162,2,132,112,0
13185,3,152,132,0
13208,11,102,82,0
13231,12,129,109,0
13254,13,115,95,0
13277,2,112,92,0
13300,3,132,112,0
13323,11,82,62,0
13346,12,109,89,0
13369,13,95,75,0
13392,2,92,72,0
13415,3,112,92,0
13438,11,62,42,0
13461,12,89,69,0
13484,13,75,55,0
13507,2,72,52,0
13530,3,92,72,0
13553,11,42,22,0
13576,12,69,49,0
13599,13,55,35,0
13622,2,52,32,0
13645,3,72,52,0
13668,11,22,2,0
13691,12,49,29,0
13714,13,35,15,0
13737,2,32,12,0
13760,3,52,32,0
13783,11,2,0,13785
13788,12,29,9,0
13811,13,15,0,13826
13829,2,12,0,13841
13844,3,32,12,0
13867,12,9,0,13876
13879,3,12,0,13891
